# Table 3 Detailed positions, widths and lengths of mirror plates
#
#
#Row01          L (m)     RH (m)     RM (m)       RP (m)       Width (m)
   11        0.040294   0.699599   0.701363   0.701951    0.086892
   12        0.040294   0.700372   0.702137   0.702726    0.086892
   13        0.040294   0.701145   0.702912   0.703502    0.086892
   14        0.040294   0.701918   0.703688   0.704278    0.086892
   15        0.040294   0.702691   0.704462   0.705053    0.086892
   16        0.040294   0.703464   0.705237   0.705829    0.086892
   17        0.040294   0.704237   0.706013   0.706604    0.086892
   18        0.040294    0.70501   0.706787    0.70738    0.086892
   19        0.040294   0.705783   0.707563   0.708156    0.086892
   20        0.040294   0.706556   0.708337   0.708931    0.086892
   21        0.040294   0.707329   0.709112   0.709707    0.086892
   22        0.040294   0.708102   0.709888   0.710483    0.086892
   23        0.040294   0.708875   0.710662   0.711258    0.086892
   24        0.040294   0.709648   0.711437   0.712034    0.086892
   25        0.040294   0.710422   0.712213    0.71281    0.086892
   26        0.040294   0.711195   0.712987   0.713585    0.086892
   27        0.040294   0.711968   0.713762   0.714361    0.086892
   28        0.040294   0.712741   0.714538   0.715137    0.086892
   29        0.040294   0.713514   0.715312   0.715912    0.086892
   30        0.040294   0.714287   0.716087   0.716688    0.086892
   31        0.040294    0.71506   0.716863   0.717464    0.086892
   32        0.040294   0.715833   0.717637   0.718239    0.086892
   33        0.040294   0.716606   0.718412   0.719015    0.086892
   34        0.040294   0.717379   0.719188    0.71979    0.086892
   35        0.040294   0.719698   0.721512   0.722117    0.086892
   36        0.040294   0.720471   0.722287   0.722893    0.086892
   37        0.040294   0.721244   0.723063   0.723669    0.086892
   38        0.040294   0.722017   0.723837   0.724444    0.086892
     39      0.040294    0.72279   0.724612    0.72522    0.086892
     40      0.040294   0.723564   0.725388   0.725996    0.086892
     41      0.040294   0.724337   0.726162   0.726771    0.086892
     42      0.040294    0.72511   0.726937   0.727547    0.086892
     43      0.040294   0.725883   0.727713   0.728323    0.086892
     44      0.040294   0.726656   0.728487   0.729098    0.086892
     45      0.040294   0.727429   0.729262   0.729874    0.086892
     46      0.040294   0.728202   0.730038    0.73065    0.086892
     47      0.040294   0.728975   0.730812   0.731425    0.086892
     48      0.040294   0.729748   0.731587   0.732201    0.086892
     49      0.040294   0.730521   0.732363   0.732977    0.086892
     50      0.040294   0.731294   0.733137   0.733752    0.086892
     51      0.040294   0.732067   0.733912   0.734528    0.086892
     52      0.040294    0.73284   0.734688   0.735303    0.086892
     53      0.040294   0.733613   0.735462   0.736079    0.086892
     54      0.040294   0.734386   0.736238   0.736855    0.086892
     55      0.040294   0.735159   0.737013    0.73763    0.086892
     56      0.040294   0.735932   0.737787   0.738406    0.086892
     57      0.040294   0.736706   0.738563   0.739182    0.086892
     58      0.040294   0.737479   0.739337   0.739957    0.086892
     59      0.040294   0.738252   0.740112   0.740733    0.086892
     60      0.040294   0.739025   0.740888   0.741509    0.086892
     61      0.040294   0.739798   0.741662   0.742284    0.086892
     62      0.040294   0.740571   0.742437    0.74306    0.086892
     63      0.040294   0.741344   0.743213   0.743836    0.086892
     64      0.040294   0.742117   0.743987   0.744611    0.086892
     65      0.040294    0.74289   0.744762   0.745387    0.086892
     66      0.040294   0.743663   0.745538   0.746163    0.086892
     67      0.040294   0.744436   0.746312   0.746938    0.086892
     68      0.040294   0.745209   0.747087   0.747714    0.086892


#Row09          L (m)     RH (m)     RM (m)     RP (m)    Width (m)
    1        0.037104   0.754058   0.755807   0.756391    0.082053
    2        0.037104   0.754831   0.756583   0.757167    0.082053
    3        0.037104   0.755604   0.757357   0.757942    0.082053
    4        0.037104   0.756377   0.758132   0.758718    0.082053
    5        0.037104   0.757151   0.758908   0.759493    0.082053
    6        0.037104   0.757924   0.759682   0.760269    0.082053
    7        0.037104   0.758697   0.760457   0.761044    0.082053
    8        0.037104    0.75947   0.761233    0.76182    0.082053
    9        0.037104   0.760243   0.762007   0.762596    0.082053
   10        0.037104   0.761017   0.762782   0.763371    0.082053
   11        0.037104    0.76179   0.763558   0.764147    0.082053
   12        0.037104   0.762563   0.764332   0.764922    0.082053
   13        0.037104   0.763336   0.765107   0.765698    0.082053
   14        0.037104    0.76411   0.765883   0.766474    0.082053
   15        0.037104   0.764883   0.766657   0.767249    0.082053
   16        0.037104   0.765656   0.767432   0.768025    0.082053
     17      0.037104   0.766429   0.768208     0.7688   0.082053
     18      0.037104   0.767202   0.768982   0.769576   0.082053
     19      0.037104   0.767976   0.769758   0.770352   0.082053
     20      0.037104   0.768749   0.770533   0.771127   0.082053
     21      0.037104   0.769522   0.771307   0.771903   0.082053
     22      0.037104   0.770295   0.772083   0.772678   0.082053
     23      0.037104   0.771068   0.772858   0.773454   0.082053
     24      0.037104   0.771842   0.773632    0.77423   0.082053
     25      0.037104   0.772615   0.774408   0.775005   0.082053
     26      0.037104   0.773388   0.775182   0.775781   0.082053
     27      0.037104   0.774161   0.775957   0.776556   0.082053
     28      0.037104   0.774934   0.776733   0.777332   0.082053
     29      0.037104   0.775708   0.777507   0.778108   0.082053
     30      0.037104   0.776481   0.778282   0.778883   0.082053
     31      0.037104   0.777254   0.779058   0.779659   0.082053
     32      0.037104   0.778027   0.779832   0.780434   0.082053
     33      0.037104   0.778801   0.780607    0.78121   0.082053
     34      0.037104   0.779574   0.781383   0.781986   0.082053
     35      0.037104   0.781893   0.783707   0.784312   0.082053
     36      0.037104   0.782667   0.784482   0.785088   0.082053
     37      0.037104    0.78344   0.785258   0.785864   0.082053
     38      0.037104   0.784213   0.786032   0.786639   0.082053
     39      0.037104   0.784986   0.786807   0.787415   0.082053
     40      0.037104   0.785759   0.787583    0.78819   0.082053
     41      0.037104   0.786533   0.788357   0.788966   0.082053
     42      0.037104   0.787306   0.789132   0.789742   0.082053
     43      0.037104   0.788079   0.789908   0.790517   0.082053
     44      0.037104   0.788852   0.790682   0.791293   0.082053
     45      0.037104   0.789625   0.791457   0.792068   0.082053
     46      0.037104   0.790399   0.792233   0.792844   0.082053
     47      0.037104   0.791172   0.793007    0.79362   0.082053
     48      0.037104   0.791945   0.793782   0.794395   0.082053
     49      0.037104   0.792718   0.794558   0.795171   0.082053
     50      0.037104   0.793492   0.795332   0.795946   0.082053
     51      0.037104   0.794265   0.796108   0.796722   0.082053
     52      0.037104   0.795038   0.796883   0.797498   0.082053
     53      0.037104   0.795811   0.797657   0.798273   0.082053
     54      0.037104   0.796584   0.798432   0.799049   0.082053
     55      0.037104   0.797358   0.799208   0.799824   0.082053
     56      0.037104   0.798131   0.799982     0.8006   0.082053
     57      0.037104   0.798904   0.800758   0.801376   0.082053
     58      0.037104   0.799677   0.801533   0.802151   0.082053
     59      0.037104    0.80045   0.802307   0.802927   0.082053
     60      0.037104   0.801224   0.803083   0.803702   0.082053
     61      0.037104   0.801997   0.803858   0.804478   0.082053
     62      0.037104    0.80277   0.804632   0.805254   0.082053
     63      0.037104   0.803543   0.805408   0.806029   0.082053
     64      0.037104   0.804317   0.806182   0.806805   0.082053
     65      0.037104    0.80509   0.806957    0.80758   0.082053
     66      0.037104   0.805863   0.807733   0.808356    0.082053
     67      0.037104   0.806636   0.808507   0.809132    0.082053
     68      0.037104   0.807409   0.809282   0.809907    0.082053


#Row10          L (m)     RH (m)     RM (m)     RP (m)    Width (m)
    1        0.034383   0.816248   0.818002   0.818587    0.090205
    2        0.034383   0.817021   0.818778   0.819363    0.090205
    3        0.034383   0.817795   0.819552   0.820139    0.090205
    4        0.034383   0.818568   0.820327   0.820914    0.090205
    5        0.034383   0.819342   0.821103    0.82169    0.090205
    6        0.034383   0.820115   0.821877   0.822465    0.090205
    7        0.034383   0.820888   0.822652   0.823241    0.090205
    8        0.034383   0.821662   0.823428   0.824016    0.090205
    9        0.034383   0.822435   0.824202   0.824792    0.090205
   10        0.034383   0.823208   0.824977   0.825567    0.090205
   11        0.034383   0.823982   0.825753   0.826343    0.090205
   12        0.034383   0.824755   0.826527   0.827119    0.090205
   13        0.034383   0.825528   0.827302   0.827894    0.090205
   14        0.034383   0.826302   0.828078    0.82867    0.090205
   15        0.034383   0.827075   0.828852   0.829445    0.090205
   16        0.034383   0.827848   0.829627   0.830221    0.090205
   17        0.034383   0.828622   0.830403   0.830996    0.090205
   18        0.034383   0.829395   0.831177   0.831772    0.090205
   19        0.034383   0.830168   0.831953   0.832547    0.090205
   20        0.034383   0.830942   0.832728   0.833323    0.090205
   21        0.034383   0.831715   0.833502   0.834099    0.090205
   22        0.034383   0.832488   0.834278   0.834874    0.090205
   23        0.034383   0.833262   0.835053    0.83565    0.090205
   24        0.034383   0.834035   0.835827   0.836425    0.090205
   25        0.034383   0.834808   0.836603   0.837201    0.090205
   26        0.034383   0.835582   0.837378   0.837976    0.090205
   27        0.034383   0.836355   0.838152   0.838752    0.090205
   28        0.034383   0.837128   0.838928   0.839527    0.090205
   29        0.034383   0.837902   0.839703   0.840303    0.090205
   30        0.034383   0.838675   0.840477   0.841079    0.090205
   31        0.034383   0.839448   0.841253   0.841854    0.090205
   32        0.034383   0.840222   0.842027    0.84263    0.090205
   33        0.034383   0.840995   0.842802   0.843405    0.090205
   34        0.034383   0.841769   0.843578   0.844181    0.090205
   35        0.034383   0.844089   0.845902   0.846507    0.090205
   36        0.034383   0.844862   0.846677   0.847283    0.090205
   37        0.034383   0.845635   0.847453   0.848059    0.090205
   38        0.034383   0.846409   0.848227   0.848834    0.090205
   39        0.034383   0.847182   0.849002    0.84961    0.090205
   40        0.034383   0.847955   0.849778   0.850385    0.090205
   41        0.034383   0.848729   0.850552   0.851161    0.090205
   42        0.034383   0.849502   0.851327   0.851936    0.090205
   43        0.034383   0.850275   0.852103   0.852712    0.090205
     44      0.034383   0.851049   0.852877   0.853487    0.090205
     45      0.034383   0.851822   0.853652   0.854263    0.090205
     46      0.034383   0.852595   0.854428   0.855038    0.090205
     47      0.034383   0.853369   0.855202   0.855814    0.090205
     48      0.034383   0.854142   0.855977    0.85659    0.090205
     49      0.034383   0.854915   0.856753   0.857365    0.090205
     50      0.034383   0.855689   0.857527   0.858141    0.090205
     51      0.034383   0.856462   0.858302   0.858916    0.090205
     52      0.034383   0.857235   0.859078   0.859692    0.090205
     53      0.034383   0.858009   0.859852   0.860467    0.090205
     54      0.034383   0.858782   0.860628   0.861243    0.090205
     55      0.034383   0.859555   0.861403   0.862018    0.090205
     56      0.034383   0.860329   0.862177   0.862794    0.090205
     57      0.034383   0.861102   0.862953    0.86357    0.090205
     58      0.034383   0.861875   0.863728   0.864345    0.090205
     59      0.034383   0.862649   0.864502   0.865121    0.090205
     60      0.034383   0.863422   0.865278   0.865896    0.090205
     61      0.034383   0.864196   0.866053   0.866672    0.090205
     62      0.034383   0.864969   0.866827   0.867447    0.090205
     63      0.034383   0.865742   0.867603   0.868223    0.090205
     64      0.034383   0.866516   0.868378   0.868998    0.090205
     65      0.034383   0.867289   0.869152   0.869774    0.090205
     66      0.034383   0.868062   0.869928    0.87055    0.090205
     67      0.034383   0.868836   0.870703   0.871325    0.090205
     68      0.034383   0.869609   0.871477   0.872101    0.090205


#Row11          L (m)     RH (m)     RM (m)     RP (m)    Width (m)
    1        0.032036   0.878439   0.880197   0.880784    0.085538
    2        0.032036   0.879213   0.880973   0.881559    0.085538
    3        0.032036   0.879986   0.881747   0.882335    0.085538
    4        0.032036    0.88076   0.882522    0.88311    0.085538
    5        0.032036   0.881533   0.883298   0.883886    0.085538
    6        0.032036   0.882306   0.884072   0.884661    0.085538
    7        0.032036    0.88308   0.884847   0.885437    0.085538
    8        0.032036   0.883853   0.885623   0.886212    0.085538
    9        0.032036   0.884627   0.886397   0.886988    0.085538
   10        0.032036     0.8854   0.887172   0.887763    0.085538
   11        0.032036   0.886174   0.887948   0.888539    0.085538
   12        0.032036   0.886947   0.888722   0.889315    0.085538
   13        0.032036   0.887721   0.889497    0.89009    0.085538
   14        0.032036   0.888494   0.890273   0.890866    0.085538
   15        0.032036   0.889268   0.891047   0.891641    0.085538
   16        0.032036   0.890041   0.891822   0.892417    0.085538
   17        0.032036   0.890815   0.892598   0.893192    0.085538
   18        0.032036   0.891588   0.893372   0.893968    0.085538
   19        0.032036   0.892361   0.894148   0.894743    0.085538
   20        0.032036   0.893135   0.894923   0.895519    0.085538
   21        0.032036   0.893908   0.895697   0.896294    0.085538
     22      0.032036   0.894682   0.896473    0.89707   0.085538
     23      0.032036   0.895455   0.897248   0.897845   0.085538
     24      0.032036   0.896229   0.898022   0.898621   0.085538
     25      0.032036   0.897002   0.898798   0.899396   0.085538
     26      0.032036   0.897776   0.899573   0.900172   0.085538
     27      0.032036   0.898549   0.900347   0.900947   0.085538
     28      0.032036   0.899323   0.901123   0.901723   0.085538
     29      0.032036   0.900096   0.901898   0.902498   0.085538
     30      0.032036   0.900869   0.902672   0.903274   0.085538
     31      0.032036   0.901643   0.903448   0.904049   0.085538
     32      0.032036   0.902416   0.904223   0.904825   0.085538
     33      0.032036    0.90319   0.904997     0.9056   0.085538
     34      0.032036   0.903963   0.905773   0.906376   0.085538
     35      0.032036   0.906284   0.908098   0.908702   0.085538
     36      0.032036   0.907057   0.908872   0.909478   0.085538
     37      0.032036   0.907831   0.909648   0.910253   0.085538
     38      0.032036   0.908604   0.910422   0.911029   0.085538
     39      0.032036   0.909378   0.911197   0.911804   0.085538
     40      0.032036   0.910151   0.911973    0.91258   0.085538
     41      0.032036   0.910924   0.912747   0.913355   0.085538
     42      0.032036   0.911698   0.913522   0.914131   0.085538
     43      0.032036   0.912471   0.914298   0.914907   0.085538
     44      0.032036   0.913245   0.915072   0.915682   0.085538
     45      0.032036   0.914018   0.915847   0.916458   0.085538
     46      0.032036   0.914792   0.916623   0.917233   0.085538
     47      0.032036   0.915565   0.917397   0.918009   0.085538
     48      0.032036   0.916339   0.918172   0.918784   0.085538
     49      0.032036   0.917112   0.918948    0.91956   0.085538
     50      0.032036   0.917886   0.919722   0.920335   0.085538
     51      0.032036   0.918659   0.920498   0.921111   0.085538
     52      0.032036   0.919433   0.921273   0.921886   0.085538
     53      0.032036   0.920206   0.922047   0.922662   0.085538
     54      0.032036   0.920979   0.922822   0.923437   0.085538
     55      0.032036   0.921753   0.923598   0.924213   0.085538
     56      0.032036   0.922526   0.924372   0.924988   0.085538
     57      0.032036     0.9233   0.925148   0.925764   0.085538
     58      0.032036   0.924073   0.925923   0.926539   0.085538
     59      0.032036   0.924847   0.926697   0.927315   0.085538
     60      0.032036    0.92562   0.927473    0.92809   0.085538
     61      0.032036   0.926394   0.928248   0.928866   0.085538
     62      0.032036   0.927167   0.929022   0.929641   0.085538
     63      0.032036   0.927941   0.929798   0.930417   0.085538
     64      0.032036   0.928714   0.930573   0.931192   0.085538
     65      0.032036   0.929487   0.931347   0.931968   0.085538
     66      0.032036   0.930261   0.932123   0.932743   0.085538
     67      0.032036   0.931034   0.932898   0.933519   0.085538
     68      0.032036   0.931808   0.933672   0.934294   0.085538



#Row12         L (m)     RH (m)     RM (m)     RP (m)    Width (m)
    1        0.02999   0.940631   0.942392    0.94298    0.092783
    2        0.02999   0.941404   0.943168   0.943756    0.092783
    3        0.02999   0.942178   0.943943   0.944531    0.092783
    4        0.02999   0.942951   0.944717   0.945306    0.092783
    5        0.02999   0.943725   0.945493   0.946082    0.092783
    6        0.02999   0.944499   0.946267   0.946857    0.092783
    7        0.02999   0.945272   0.947042   0.947633    0.092783
    8        0.02999   0.946046   0.947818   0.948408    0.092783
    9        0.02999   0.946819   0.948592   0.949184    0.092783
   10        0.02999   0.947593   0.949367   0.949959    0.092783
   11        0.02999   0.948366   0.950143   0.950735    0.092783
   12        0.02999    0.94914   0.950917    0.95151    0.092783
   13        0.02999   0.949913   0.951692   0.952286    0.092783
   14        0.02999   0.950687   0.952468   0.953061    0.092783
   15        0.02999   0.951461   0.953242   0.953837    0.092783
   16        0.02999   0.952234   0.954017   0.954612    0.092783
   17        0.02999   0.953008   0.954793   0.955388    0.092783
   18        0.02999   0.953781   0.955567   0.956163    0.092783
   19        0.02999   0.954555   0.956343   0.956939    0.092783
   20        0.02999   0.955328   0.957118   0.957714    0.092783
   21        0.02999   0.956102   0.957892    0.95849    0.092783
   22        0.02999   0.956875   0.958668   0.959265    0.092783
   23        0.02999   0.957649   0.959443   0.960041    0.092783
   24        0.02999   0.958423   0.960217   0.960816    0.092783
   25        0.02999   0.959196   0.960993   0.961592    0.092783
   26        0.02999    0.95997   0.961768   0.962367    0.092783
   27        0.02999   0.960743   0.962542   0.963143    0.092783
   28        0.02999   0.961517   0.963318   0.963918    0.092783
   29        0.02999    0.96229   0.964093   0.964694    0.092783
   30        0.02999   0.963064   0.964867   0.965469    0.092783
   31        0.02999   0.963838   0.965643   0.966245    0.092783
   32        0.02999   0.964611   0.966418    0.96702    0.092783
   33        0.02999   0.965385   0.967192   0.967795    0.092783
   34        0.02999   0.966158   0.967968   0.968571    0.092783
   35        0.02999   0.968479   0.970293   0.970897    0.092783
   36        0.02999   0.969252   0.971067   0.971673    0.092783
   37        0.02999   0.970026   0.971843   0.972448    0.092783
   38        0.02999     0.9708   0.972618   0.973224    0.092783
   39        0.02999   0.971573   0.973392   0.973999    0.092783
   40        0.02999   0.972347   0.974168   0.974775    0.092783
   41        0.02999    0.97312   0.974943    0.97555    0.092783
   42        0.02999   0.973894   0.975717   0.976326    0.092783
   43        0.02999   0.974667   0.976493   0.977101    0.092783
   44        0.02999   0.975441   0.977267   0.977877    0.092783
   45        0.02999   0.976214   0.978042   0.978652    0.092783
   46        0.02999   0.976988   0.978818   0.979428    0.092783
   47        0.02999   0.977762   0.979592   0.980203    0.092783
   48        0.02999   0.978535   0.980367   0.980979    0.092783
     49       0.02999   0.979309   0.981143   0.981754    0.092783
     50       0.02999   0.980082   0.981917    0.98253    0.092783
     51       0.02999   0.980856   0.982692   0.983305    0.092783
     52       0.02999   0.981629   0.983468   0.984081    0.092783
     53       0.02999   0.982403   0.984242   0.984856    0.092783
     54       0.02999   0.983177   0.985018   0.985632    0.092783
     55       0.02999    0.98395   0.985793   0.986407    0.092783
     56       0.02999   0.984724   0.986567   0.987182    0.092783
     57       0.02999   0.985497   0.987343   0.987958    0.092783
     58       0.02999   0.986271   0.988118   0.988733    0.092783
     59       0.02999   0.987044   0.988892   0.989509    0.092783
     60       0.02999   0.987818   0.989668   0.990284    0.092783
     61       0.02999   0.988591   0.990443    0.99106    0.092783
     62       0.02999   0.989365   0.991217   0.991835    0.092783
     63       0.02999   0.990139   0.991993   0.992611    0.092783
     64       0.02999   0.990912   0.992768   0.993386    0.092783
     65       0.02999   0.991686   0.993542   0.994162    0.092783
     66       0.02999   0.992459   0.994318   0.994937    0.092783
     67       0.02999   0.993233   0.995093   0.995713    0.092783
     68       0.02999   0.994006   0.995867   0.996488    0.092783


#Row13          L (m)     RH (m)     RM (m)     RP (m)    Width (m)
    1        0.028191   1.002823   1.004587   1.005176    0.088327
    2        0.028191   1.003596   1.005362   1.005952    0.088327
    3        0.028191    1.00437   1.006138   1.006727    0.088327
    4        0.028191   1.005144   1.006913   1.007502    0.088327
    5        0.028191   1.005917   1.007688   1.008278    0.088327
    6        0.028191   1.006691   1.008463   1.009053    0.088327
    7        0.028191   1.007465   1.009237   1.009829    0.088327
    8        0.028191   1.008238   1.010012   1.010604    0.088327
    9        0.028191   1.009012   1.010788    1.01138    0.088327
   10        0.028191   1.009786   1.011563   1.012155    0.088327
   11        0.028191   1.010559   1.012338   1.012931    0.088327
   12        0.028191   1.011333   1.013112   1.013706    0.088327
   13        0.028191   1.012106   1.013887   1.014481    0.088327
   14        0.028191    1.01288   1.014662   1.015257    0.088327
   15        0.028191   1.013654   1.015438   1.016032    0.088327
   16        0.028191   1.014427   1.016213   1.016808    0.088327
   17        0.028191   1.015201   1.016988   1.017583    0.088327
   18        0.028191   1.015975   1.017762   1.018359    0.088327
   19        0.028191   1.016748   1.018537   1.019134    0.088327
   20        0.028191   1.017522   1.019312    1.01991    0.088327
   21        0.028191   1.018296   1.020088   1.020685    0.088327
   22        0.028191   1.019069   1.020863   1.021461    0.088327
   23        0.028191   1.019843   1.021638   1.022236    0.088327
   24        0.028191   1.020617   1.022412   1.023011    0.088327
   25        0.028191    1.02139   1.023187   1.023787    0.088327
   26        0.028191   1.022164   1.023962   1.024562    0.088327
     27      0.028191   1.022938   1.024738   1.025338    0.088327
     28      0.028191   1.023711   1.025513   1.026113    0.088327
     29      0.028191   1.024485   1.026288   1.026889    0.088327
     30      0.028191   1.025258   1.027062   1.027664    0.088327
     31      0.028191   1.026032   1.027837    1.02844    0.088327
     32      0.028191   1.026806   1.028612   1.029215    0.088327
     33      0.028191   1.027579   1.029388   1.029991    0.088327
     34      0.028191   1.028353   1.030163   1.030766    0.088327
     35      0.028191   1.030674   1.032488   1.033092    0.088327
     36      0.028191   1.031448   1.033262   1.033868    0.088327
     37      0.028191   1.032221   1.034037   1.034643    0.088327
     38      0.028191   1.032995   1.034813   1.035419    0.088327
     39      0.028191   1.033769   1.035588   1.036194    0.088327
     40      0.028191   1.034542   1.036363    1.03697    0.088327
     41      0.028191   1.035316   1.037138   1.037745    0.088327
     42      0.028191    1.03609   1.037912   1.038521    0.088327
     43      0.028191   1.036863   1.038687   1.039296    0.088327
     44      0.028191   1.037637   1.039463   1.040071    0.088327
     45      0.028191   1.038411   1.040238   1.040847    0.088327
     46      0.028191   1.039184   1.041013   1.041622    0.088327
     47      0.028191   1.039958   1.041788   1.042398    0.088327
     48      0.028191   1.040731   1.042562   1.043173    0.088327
     49      0.028191   1.041505   1.043337   1.043949    0.088327
     50      0.028191   1.042279   1.044113   1.044724    0.088327
     51      0.028191   1.043052   1.044888     1.0455    0.088327
     52      0.028191   1.043826   1.045663   1.046275    0.088327
     53      0.028191     1.0446   1.046437    1.04705    0.088327
     54      0.028191   1.045373   1.047212   1.047826    0.088327
     55      0.028191   1.046147   1.047987   1.048601    0.088327
     56      0.028191   1.046921   1.048763   1.049377    0.088327
     57      0.028191   1.047694   1.049538   1.050152    0.088327
     58      0.028191   1.048468   1.050313   1.050928    0.088327
     59      0.028191   1.049242   1.051087   1.051703    0.088327
     60      0.028191   1.050015   1.051862   1.052479    0.088327
     61      0.028191   1.050789   1.052637   1.053254    0.088327
     62      0.028191   1.051563   1.053413    1.05403    0.088327
     63      0.028191   1.052336   1.054188   1.054805    0.088327
     64      0.028191    1.05311   1.054963    1.05558    0.088327
     65      0.028191   1.053883   1.055737   1.056356    0.088327
     66      0.028191   1.054657   1.056512   1.057131    0.088327
     67      0.028191   1.055431   1.057287   1.057907    0.088327
     68      0.028191   1.056204   1.058063   1.058682    0.088327


#Row14          L (m)     RH (m)     RM (m)     RP (m)    Width (m)
    1        0.026597   1.065015   1.066782   1.067372    0.094845
    2        0.026597   1.065789   1.067557   1.068147    0.094845
    3        0.026597   1.066563   1.068333   1.068923    0.094845
    4        0.026597   1.067336   1.069107   1.069698    0.094845
      5      0.026597    1.06811   1.069882   1.070474   0.094845
      6      0.026597   1.068884   1.070657   1.071249   0.094845
      7      0.026597   1.069657   1.071432   1.072024   0.094845
      8      0.026597   1.070431   1.072207     1.0728   0.094845
      9      0.026597   1.071205   1.072983   1.073575   0.094845
     10      0.026597   1.071979   1.073757   1.074351   0.094845
     11      0.026597   1.072752   1.074532   1.075126   0.094845
     12      0.026597   1.073526   1.075307   1.075902   0.094845
     13      0.026597     1.0743   1.076082   1.076677   0.094845
     14      0.026597   1.075073   1.076857   1.077452   0.094845
     15      0.026597   1.075847   1.077633   1.078228   0.094845
     16      0.026597   1.076621   1.078407   1.079003   0.094845
     17      0.026597   1.077395   1.079182   1.079779   0.094845
     18      0.026597   1.078168   1.079957   1.080554   0.094845
     19      0.026597   1.078942   1.080732    1.08133   0.094845
     20      0.026597   1.079716   1.081507   1.082105   0.094845
     21      0.026597    1.08049   1.082282   1.082881   0.094845
     22      0.026597   1.081263   1.083057   1.083656   0.094845
     23      0.026597   1.082037   1.083832   1.084431   0.094845
     24      0.026597   1.082811   1.084607   1.085207   0.094845
     25      0.026597   1.083584   1.085382   1.085982   0.094845
     26      0.026597   1.084358   1.086157   1.086758   0.094845
     27      0.026597   1.085132   1.086932   1.087533   0.094845
     28      0.026597   1.085906   1.087707   1.088308   0.094845
     29      0.026597   1.086679   1.088482   1.089084   0.094845
     30      0.026597   1.087453   1.089257   1.089859   0.094845
     31      0.026597   1.088227   1.090032   1.090635   0.094845
     32      0.026597      1.089   1.090807    1.09141   0.094845
     33      0.026597   1.089774   1.091582   1.092186   0.094845
     34      0.026597   1.090548   1.092357   1.092961   0.094845
     35      0.026597   1.092869   1.094682   1.095287   0.094845
     36      0.026597   1.093643   1.095457   1.096063   0.094845
     37      0.026597   1.094417   1.096232   1.096838   0.094845
     38      0.026597    1.09519   1.097008   1.097614   0.094845
     39      0.026597   1.095964   1.097782   1.098389   0.094845
     40      0.026597   1.096738   1.098557   1.099164   0.094845
     41      0.026597   1.097512   1.099332    1.09994   0.094845
     42      0.026597   1.098285   1.100107   1.100715   0.094845
     43      0.026597   1.099059   1.100882   1.101491   0.094845
     44      0.026597   1.099833   1.101658   1.102266   0.094845
     45      0.026597   1.100606   1.102432   1.103042   0.094845
     46      0.026597    1.10138   1.103207   1.103817   0.094845
     47      0.026597   1.102154   1.103982   1.104592   0.094845
     48      0.026597   1.102928   1.104757   1.105368   0.094845
     49      0.026597   1.103701   1.105532   1.106143   0.094845
     50      0.026597   1.104475   1.106308   1.106919   0.094845
     51      0.026597   1.105249   1.107082   1.107694   0.094845
     52      0.026597   1.106023   1.107857    1.10847   0.094845
     53      0.026597   1.106796   1.108632   1.109245   0.094845
     54      0.026597    1.10757   1.109407    1.11002    0.094845
     55      0.026597   1.108344   1.110182   1.110796    0.094845
     56      0.026597   1.109117   1.110957   1.111571    0.094845
     57      0.026597   1.109891   1.111732   1.112347    0.094845
     58      0.026597   1.110665   1.112507   1.113122    0.094845
     59      0.026597   1.111439   1.113282   1.113897    0.094845
     60      0.026597   1.112212   1.114057   1.114673    0.094845
     61      0.026597   1.112986   1.114832   1.115448    0.094845
     62      0.026597    1.11376   1.115607   1.116224    0.094845
     63      0.026597   1.114534   1.116382   1.116999    0.094845
     64      0.026597   1.115307   1.117157   1.117775    0.094845
     65      0.026597   1.116081   1.117932    1.11855    0.094845
     66      0.026597   1.116855   1.118707   1.119325    0.094845
     67      0.026597   1.117628   1.119482   1.120101    0.094845
     68      0.026597   1.118402   1.120257   1.120876    0.094845


#Row15          L (m)     RH (m)     RM (m)     RP (m)    Width (m)
    1        0.025175   1.127208   1.128977   1.129568    0.090609
    2        0.025175   1.127981   1.129752   1.130343    0.090609
    3        0.025175   1.128755   1.130527   1.131119    0.090609
    4        0.025175   1.129529   1.131302   1.131894    0.090609
    5        0.025175   1.130303   1.132077   1.132669    0.090609
    6        0.025175   1.131077   1.132852   1.133445    0.090609
    7        0.025175    1.13185   1.133627    1.13422    0.090609
    8        0.025175   1.132624   1.134402   1.134995    0.090609
    9        0.025175   1.133398   1.135177   1.135771    0.090609
   10        0.025175   1.134172   1.135952   1.136546    0.090609
   11        0.025175   1.134946   1.136727   1.137322    0.090609
   12        0.025175   1.135719   1.137502   1.138097    0.090609
   13        0.025175   1.136493   1.138277   1.138873    0.090609
   14        0.025175   1.137267   1.139052   1.139648    0.090609
   15        0.025175   1.138041   1.139827   1.140423    0.090609
   16        0.025175   1.138815   1.140602   1.141199    0.090609
   17        0.025175   1.139588   1.141377   1.141974    0.090609
   18        0.025175   1.140362   1.142152    1.14275    0.090609
   19        0.025175   1.141136   1.142927   1.143525    0.090609
   20        0.025175    1.14191   1.143702     1.1443    0.090609
   21        0.025175   1.142684   1.144477   1.145076    0.090609
   22        0.025175   1.143457   1.145252   1.145851    0.090609
